"Quarto de banho de empregada ficam fora do apto com acesso pelo hall de escada.""",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,900000,1245,411,Mensalmente,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa Mineira,396275,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Bolívia,561,30330360,4,401,3,1,2,73,,Não,2,Imóvel seminovo.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,440000,,233,Mensalmente,,,,,,E,,,,,,
Casa Mineira,243682,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua Paulo Afonso,587,30350142,6,602,3,1,2,240,,Não,2,Original,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,980000,2000,500,Mensalmente,,,,,,E,,,,,,
Casa Mineira,335120,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Califórnia,63,30315500,3,302,3,0,1,110,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,430000,300,192,Mensalmente,,,,,,893583789,,,ok-img (2022-03-10 17:13:16),,,
Casa Mineira,420420,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Marquês de Paranaguá,90,30350080,1,102,2,1,2,80,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,480000,350,133,Mensalmente,,,,,,893583801,,,erro-sem_imgs,,,
Casa Mineira,377024,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua Mestre Lucas,157,30310240,8,802,3,1,3,180,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,945000,798,286,Mensalmente,,,,,,E,,,,,,
Casa Mineira,266608,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua Mangabeira,476,30350170,5,501,2,1,3,138,,Não,2,"Cobertura Tophouse: 
 1º nível: são 69m² sendo 49m² internos (sala, cozinha...) e 20m² de terraço. 
 2º nível: são 49m² onde ficam os quartos, banho social e suite.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,690000,500,,Mensalmente,,,,,,E,,,,,,
Casa Mineira,103146,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,RUA PROFESSOR OCTAVIO COELHO DE MAGALHAES,264,30210300,,,6,4,6,710,,Não,6,"* Frente * Closet * Varanda / Sacada * Claro / Arejado * Hidromassagem * Aquec. Central de Água * Adega/Bar * Despensa * Área de Servico * Box Despejo * Banho Empregada * Quarto Empregada * Vista Panorâmica * Pé Direito Elevado * Acabamento Luxo * Teto Rebaixado * Iluminação Planejada * Reformado * Decorado. Lote: Zoneamento ZP2, área 600M , frente 15M X fundos 40M, geometria retangular, plano, murado, sugestão de construção: Só casa. Casa: Área construída 710M , 100% reformada / maravilhosa. 1  Andar: 1Sala p/ 5 ambientes, varanda, 2 quartos, 1 banho social, lavabo, cozinha planejada c/ armários, despensa, dce, lavanderia, área de serviço / Acabamento de luxo, adega, piscina c/ hidro, vista maravilhosa, projeto diferenciado. 2  Andar: Escada em porcelanato, sala p/ 3 ambientes, varanda, 4 quartos, 4 suítes, c/ box de blindex e hidro / quartos duplos, arejada, clean. 3  Nível: Terraço c/ ofurô e vista maravilhosa. Garagem: 6 vagas cobertas e separadas. Vagas cabem 8 carros.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,4850000,,,Mensalmente,,,,,,893583834,,,ok-img (2022-03-10 17:15:37),,,
Casa Mineira,329430,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Muzambinho,265,30310280,4,402,4,1,2,150,,Não,2,"Reformado, ampliou a sala com área de serviço",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,600000,600,,Mensalmente,,,,,,893583842,,,ok-img (2022-03-10 17:18:28),,,
Casa Mineira,326781,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua São Romão,109,30330012,4,401,2,2,4,146,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,990000,550,250,Mensalmente,,,,,,E,,,,,,
Casa Mineira,422744,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Pitangueiras,554,30350200,1,101,4,2,3,160,,Não,2,4 QUARTOS TRANSFORMADO EM 3 QUARTOS COM 2 SUÍTES,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,690000,,,Mensalmente,,,,,,E,,,,,,
Casa Mineira,425973,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Samuel Pereira,164,30310550,2,201,3,1,3,100,,Não,2,Uma parte da área de serviço foi transformada em escritório e lavabo,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,700000,,,Mensalmente,,,,,,893583870,,,erro-sem_imgs,,,
Casa Mineira,389281,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Yucatan,15,30330400,2,201,2,1,2,80,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,400000,400,134,Mensalmente,,,,,,893583884,,,ok-img (2022-03-10 17:19:06),,,
Casa Mineira,273205,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Engenheiro Walter Kurrle,15,30320700,12,1200,4,2,4,216,,Não,4,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,2500000,2900,,Mensalmente,,,,,,893583895,,,ok-img (2022-03-10 17:20:59),,,
Casa Mineira,428512,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Pau Brasil,204,34006006,5,502,3,3,4,163,,Não,4,1) pré-disposição para ar condicionado  2) pré-disposição para home-theater  3) alteração de todas as bancadas para neolith e troca de revistimento da cozinha no mesmo acabamento.  4) cozinha Marcato  5) Cristaleira em mármore Van Gogh e lâmina natural de madeira 5) painel na sala em lâmina natural de madeira 6) rebaixamento em gesso  7) projeto luminotécnico da Iluminar 8) Lareira em mármore 9) painel de tv em mármore  10) rack da tv em lâmina natural  11) closet feito em lâmina natural 12) banheiros com armários instalados 13) home office prodomo 14) painel da cama e criados Prodomo 15) predisposição para automação das janelas,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,2300000,1125,112,Mensalmente,,,,,,E,,,,,,
Casa Mineira,385537,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Avenida Luíz Paulo Franco,434,30320570,6,601,3,1,2,74,,Não,1,3º quarto reversível,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,650000,,,Mensalmente,,,,,,893583906,,,ok-img (2022-03-10 17:22:08),,,
Casa Mineira,374700,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Francisco Deslandes,274,30310530,1,102,3,1,2,110,,Não,1,Vaga por ordem de chegada.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,580000,,,Mensalmente,,,,,,893583913,,,ok-img (2022-03-10 17:23:06),,,
Casa Mineira,262624,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Rio Verde,651,30310750,10,1001,3,1,2,115,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,750000,1050,,Mensalmente,,,,,,893583926,,,erro-pag_fotos,,,
Casa Mineira,259502,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Via Láctea,126,30360270,1,102,3,1,3,110,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,450000,600,177,Mensalmente,,,,,,E,,,,,,
Casa Mineira,268436,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Emílio Pinheiro de Barros,82,30360130,,,3,1,2,425,,Não,3,"A casa possui 2 quartos com banho no nível da garagem. Apesar de ter 2 andares, é como se fosse um nível pois o primeiro nível é onde ficam a garagem e os quartos para serviçais.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,850000,,,Mensalmente,,,,,,893583953,,,ok-img (2022-03-10 17:24:53),,,
Casa Mineira,384799,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Santiago,97,30310680,2,202,3,1,3,100,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,560000,450,198,Mensalmente,,,,,,893583965,,,ok-img (2022-03-10 17:25:51),,,
Casa Mineira,241303,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Praça Cairo,34,30330280,2,202,3,1,2,94,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,500000,350,76,Mensalmente,,,,,,893583974,,,ok-img (2022-03-12 09:44:22),,,
Casa Mineira,321749,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Oliveira,294,30310150,3,601 - Bloco B,3,1,2,100,,Não,1,Banheiros da suíte e social reformados! Está no 6 andar mas é como se fosse 3 andar!,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,440000,,,Mensalmente,,,,,,893583990,,,ok-img (2022-03-10 17:28:28),,,
Casa Mineira,425290,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Juvenal Melo Senra,41,30320660,8,801,4,2,4,228,,Não,4,"Apto dúplex, diferenciado.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,2400000,1800,1300,Mensalmente,,,,,,893583996,,,erro-sem_imgs,,,
Casa Mineira,316730,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Comendador Viana,451,30315060,,,9,2,8,1260,,Não,5,"1260 m² construído 471m² é do terreno  GENTILEZA INCLUIR NOS DADOS DOS IMOVEIS CASA PONTO MUITO NOBRE E PRIVILEGIADO no Bairro MANGABEIRAS-BH. CONSTRUÇÃO VERTICAL (seguindo a tendência de moradias grandes situadas em locais muito nobres). 5 ANDARES COM 1.260 M2 de área construída – extremamente segura, nunca houve tentativa de assaltos ou similares. pode-se confirmar através de qualquer delegacia; TRÊS FORMAS DE CIRCULAÇÃO: - Escadaria EXTERNA (serviço) totalmente independente; - Escadaria interna; - ELEVADOR social.(atende do 1o. ao 4o. andar - Casa de Máquinas no 5o. andar); 9 (nove) QUARTOS: - 2 SUITES (1 COM CLOSET), 1 CI-COPA (estilo studio europeu) 2 semi-suite - Demais quartos (armários grandes em todos) BANHEIROS: 8, SENDO DOIS LAVABOS. Banheiro da suite master com hidro; banheiro semi-suite com banheira comum. 6 SALAS – SENDO QUASE TODAS PARA VÁRIOS AMBIENTES: SALA DE ESTAR, SALA DE JANTAR, COPA, SALA DE TELEVISÃO GRANDE (PARA HOMETHEATER), SALA ESPECIAL no 5o. andar para 4 ambientes com teto rebaixado em madeira; VARANDAS: 3 (três), ANEXA SALA DE ESTAR; ANEXA SALÃO GRANDE DE TV; ANEXA SUITE MASTER. Todas com vista para a cidade e privacidade absoluta; DESPENSA: 1 GRANDE; ADEGA; LAVANDERIA COMPLETA – área grande para passar roupas, com muitos armários; ÁREA PRIVATIVA GRANDE PARA SECAGEM DE ROUPA; LAZER COMPLETO: COM CHURRASQUEIRA, PISCINA, PLAY-GROUND, QUADRA, DUCHA CIRCULAR, BANHEIROS, ESPAÇO PARA FESTAS (coberto e descoberto); 2 COMODOS (muito grandes) NO SÓTÃO PARA GUARDA DE PERTENCES - (podem ser volumosos, até móveis); GARAGEM COBERTA PARA 5 CARROS - Por tratar-se de rua tranquila com serviço de segurança particular (da rua) nossas visitas (do interior) costumam deixar os carros na rua por dias e nunca tivemos problemas. Sempre recebemos muitos parentes! ÁREA GRANDE NA FRENTE DA CASA, gradeada (estilo arquitetônico da casa) E SEM ACESSO PELA RUA. VÁRIOS ESPAÇOS PARA GUARDAR PERTENCES VARIADOS (em todos os pavimentos). CASA DE MÁQUINAS DO ELEVADOR (no sótão).",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,3392000,,1260,Mensalmente,,,,,,893584010,,,ok-img (2022-03-10 17:32:46),,,
Casa Mineira,344674,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Saturno,83,30360560,7,701,4,4,5,228,,Não,5,Persianas elétricas.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,2960000,2900,1125,Mensalmente,,,,,,E,,,,,,
Casa Mineira,401012,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Nunes Vieira,255,30350120,9,901,2,0,1,80,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,520000,,,Mensalmente,,,,,,893584027,,,ok-img (2022-03-10 17:33:33),,,
Casa Mineira,337064,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Cônsul Robert Levy,1165,30350710,,,2,2,4,280,,Não,4,Coeficiente Básico de construção = 1,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,990000,,530,Mensalmente,,,,,,893584037,,,erro-pag_fotos,,,
Casa Mineira,384823,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Vitório Marcola,888,30310360,5,702,3,1,2,100,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,800000,590,290,Mensalmente,,,,,,893584047,,,ok-img (2022-03-10 17:37:59),,,
Casa Mineira,107958,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Engenheiro Zoroastro Torres,,30350260,1,1003,3,1,2,95,,Não,1,"* Fundos * Varanda / Sacada * Claro / Arejado * Área de Servico * Banho Empregada * Quarto Empregada * Vista Panorâmica. Apto: Conservado / Dce reversível.
 Garagem: 1 vaga coberta e livre.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,500000,,,Mensalmente,,,,,,893584060,,,erro-img_pequena,,,
Casa Mineira,272741,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Leopoldina,811,30330230,9,Apto 903,3,1,2,90,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,550000,,194,Mensalmente,,,,,,E,,,,,,
Casa Mineira,424508,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Avenida Nossa Senhora do Carmo,1825,30320000,5,503/504,4,1,2,120,,Não,2,Dois apartamentos juntos,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,670000,,,Mensalmente,,,,,,893584081,,,erro-sem_imgs,,,
Casa Mineira,106688,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Avenida Nossa Senhora do Carmo,1825,30320000,1,102,2,0,1,60,,Não,1,* Frente * Área de Servico * Cozinha Americana. Garagem: 1 vaga coberta e livre.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,380000,,,Mensalmente,,,,,,E,,,,,,
Casa Mineira,418972,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Sagitário,350,30360230,2,21,4,1,2,180,,Não,2,Elétrica e hidráulica reformadas; transformou um dos quartos em escritório.  2 vagas cobertas (paralelas e livres),PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1200000,800,425,Mensalmente,,,,,,E,,,,,,
Casa Mineira,376649,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua São João Evangelista,786,30330140,2,303,3,0,1,80,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,350000,250,100,Mensalmente,,,,,,893584117,,,ok-img (2022-03-10 17:40:00),,,
Casa Mineira,102019,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,RUA LEOPOLDINA,790,30330230,7,702,4,1,3,210,,Não,3,"* Fundos * Closet * Varanda / Sacada * Claro / Arejado * Despensa * Área de Servico * Box Despejo * Banho Empregada * Quarto Empregada * Vista Panorâmica * Acabamento Luxo * Teto Rebaixado. Prédio: Em Final de obra. Apto: 2 salas sendo 1 p/ 2 ambientes, rouparia / Impecável, vista panorâmica. Garagem: 3 vagas cobertas e livres. Vagas no G 1.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1380000,,,Mensalmente,,,,,,893584130,,,erro-img_pequena,,,
Casa Mineira,317994,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Ovídio Andrade,60,30330170,4,402,4,2,4,128,,Não,3,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1420000,,,Mensalmente,,,,,,893584144,,,ok-img (2022-03-10 17:42:48),,,
Casa Mineira,416511,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua São Romão,112,30330012,1,102,2,0,1,64,,Não,1,,INQUILINO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,399000,350,,Mensalmente,,,,,,E,,,,,,
Casa Mineira,271509,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Parentins,395,30360620,,,15,0,6,658,,Não,3,"Casa COMERCIAL, 100% cabeada com 4 quadros de luz independentes e PABX de 50 ramais",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1700000,,1590,Mensalmente,,,,,,893584172,,,ok-img (2022-03-10 17:46:15),,,
Casa Mineira,374686,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua São João Evangelista,786,30330140,4,403,3,1,2,83,,Não,1,"Vaga : Estacionamento, por ""Uso e Costume"", proprietário usa a vaga há 10 anos (livre e descoberta), 11 aptos para 8 vagas.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,380000,250,,Mensalmente,,,,,,893584190,,,ok-img (2022-03-10 17:47:32),,,
Casa Mineira,409303,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Levy Lafetá,109,30320710,1,101,4,3,5,320,,Não,5,"Reformado, maravilhoso",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,2950000,,,Mensalmente,,,,,,893584197,,,erro-sem_imgs,,,
Casa Mineira,97320,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Senador Amaral,300,30315180,,,5,1,5,407,,Não,8,"* Varanda / Sacada * Claro / Arejado * Despensa * Área de Servico * Banho Empregada * Quarto Empregada * Vista Panorâmica * Reformado. Lote: Zoneamento ZP2, CA 1.0, CTUH 1.000, área 370m , frente 12m x fundos 30m, retangular, plano, murado / Sugestão de construção: Só casa.
 Casa: Reformada, muito conservada.
 1 andar: 2 salas, varanda, lavabo.
 2  desnível: escada em alvenaria, dce, cozinha, 1 suíte, 1 sala.
 3  desnível: 1 suíte 1 sala, varanda.
 4  desnível: 2 quartos, 2 salas.
 Garagem: 8 vagas cobertas em linha.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1800000,,,Mensalmente,,,,,,893584215,,,erro-img_pequena,,,
Casa Mineira,364631,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Eclipse,479,30360540,,,4,1,3,234,,Não,3,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1100000,,266,Mensalmente,,,,,,893584221,,,ok-img (2022-03-10 17:49:16),,,
Casa Mineira,246629,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua República Argentina,110,30315490,1,APT. 102,4,1,2,140,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,670000,350,220,Mensalmente,,,,,,893584228,,,ok-img (2022-03-10 17:50:51),,,
Casa Mineira,266434,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Sagarana,54,30330210,7,702,4,2,4,160,,Não,4,"DECORADO COM PROJETO DE ILUMINAÇÃO C/ HOME THEATER, CÔMODOS AMPLOS. TIROU UM QUARTO E AMPLIOU A SALA (FÁCIL REVERTER), VARANDÃO COM LINDA VISTA DEFINITIVA",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1900000,1290,577,Mensalmente,,,,,,893584236,,,ok-img (2022-03-10 17:52:38),,,
Casa Mineira,377006,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Paulo Afonso,969,30350142,2,202,2,1,2,62,,Não,2,Área externa foi coberta parcialmente para ampliar a sala e na aréa de serviço.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,708000,600,200,Mensalmente,,,,,,893584244,,,ok-img (2022-03-10 17:55:33),,,
Casa Mineira,265819,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Pium-I,1601,30310080,2,201,5,4,5,758,,Não,5,"Apartamento com 2 salas de estar, sala de jantar, sala de tv, espaço gourmet incorporado à varanda, piscina e sauna, lavabo.
 5 quartos, sendo 1 suíte máster com hidro, 4 suítes com closet e hidro, banheiros com revestimento em granito, box, espelhos e armários.
 Cozinha com armários planejados, piso e bancadas em granito, fogão em ilha, cristaleira e despensa, copa para lanches e refeições, adega.
 DCE com sala de refeições, 2 quartos montados com armário e piso em madeira e banheiro de apoio.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,7000000,8000,2750,Mensalmente,,,,,,893584253,,,erro-img_pequena,,,
